ID,holiday,temp,rain_1h,snow_1h,clouds_all,year,month,day,hour,traffic_volume
32883,0,299.5,0.0,0.0,44,2013,8,20,20,3190
32884,0,276.57,0.0,0.0,90,2017,12,3,11,4113
32885,0,293.99,0.28,0.0,1,2015,8,13,6,5761
32886,0,292.19,0.0,0.0,1,2015,9,8,9,5590
32887,0,289.5,0.25,0.0,90,2018,9,19,18,4469
32888,0,267.35,0.0,0.0,1,2018,2,14,1,345
32889,0,297.22,0.0,0.0,1,2015,9,5,2,758
32890,0,273.42,0.0,0.0,1,2016,12,5,1,318
32891,0,250.75,0.0,0.0,1,2018,1,5,0,630
32892,0,276.48,0.0,0.0,90,2016,11,30,14,4704
32893,0,264.62,0.0,0.0,64,2013,12,22,16,3812
32894,0,295.15,0.0,0.0,40,2018,8,14,5,3184
32895,0,297.65,1.27,0.0,75,2015,8,16,17,4199
32896,0,291.48,0.0,0.0,40,2017,5,16,11,4754
32897,0,267.86,0.0,0.0,1,2018,1,17,14,5147
32898,0,291.21,0.0,0.0,75,2017,5,8,13,4822
32899,0,275.9,0.0,0.0,90,2012,12,7,18,4270
32900,0,280.56,0.0,0.0,90,2017,4,19,4,835
32901,0,285.15,0.0,0.0,75,2017,9,17,10,3811
32902,0,282.56,0.0,0.0,1,2017,5,6,3,511
32903,0,291.79,0.25,0.0,75,2018,9,5,6,5633
32904,0,278.28,0.0,0.0,90,2017,3,16,16,6571
32905,0,273.16,0.0,0.0,90,2013,4,24,0,555
32906,0,283.79,0.0,0.0,1,2013,5,8,5,2774
32907,0,294.1,7.51,0.0,90,2015,7,6,5,2499
32908,0,262.08,0.0,0.0,1,2013,2,16,18,4072
32909,0,289.35,0.0,0.0,90,2018,5,14,22,2107
32910,0,296.75,0.0,0.0,1,2017,6,3,3,488
32911,0,274.29,0.0,0.0,90,2017,4,27,23,1671
32912,0,267.45,0.0,0.0,90,2012,12,21,8,5315
32913,0,262.27,0.0,0.0,1,2016,12,9,9,5083
32914,0,299.9,0.0,0.0,1,2014,8,3,19,3598
32915,0,275.68,0.0,0.0,40,2017,12,2,11,5055
32916,0,285.88,0.0,0.0,20,2017,9,17,3,378
32917,0,288.13,0.0,0.0,90,2013,9,15,19,3508
32918,0,295.42,0.0,0.0,90,2018,7,13,9,4543
32919,0,288.74,0.0,0.0,1,2016,7,4,3,270
32920,0,291.01,0.0,0.0,1,2017,7,31,6,5608
32921,0,286.43,0.0,0.0,1,2017,8,12,4,449
32922,0,275.65,0.0,0.0,20,2014,5,4,5,531
32923,0,287.23,0.0,0.0,90,2017,7,13,9,4959
32924,0,291.16,1.41,0.0,90,2016,6,3,16,5933
32925,0,293.59,0.0,0.0,1,2016,8,29,6,5237
32926,0,279.95,0.0,0.0,90,2017,4,30,14,4566
32927,0,261.75,0.0,0.0,90,2016,12,16,17,3311
32928,0,273.44,0.0,0.0,90,2014,2,20,18,1961
32929,0,269.11,0.0,0.0,90,2013,2,9,2,525
32930,0,292.43,0.0,0.0,90,2013,5,9,18,4673
32931,0,291.95,0.0,0.0,1,2017,10,7,17,4864
32932,0,278.95,0.0,0.0,75,2018,2,28,17,6316
32933,0,271.65,0.0,0.0,90,2016,3,2,19,3487
32934,0,295.08,0.0,0.0,1,2015,7,3,21,2740
32935,0,299.19,0.0,0.0,0,2013,6,22,18,3753
32936,0,273.0,0.0,0.0,90,2016,1,29,16,6536
32937,0,293.54,0.0,0.0,90,2015,9,3,8,5905
32938,0,276.83,0.0,0.0,20,2017,2,16,17,6273
32939,0,288.394,0.0,0.0,44,2016,7,18,2,319
32940,0,300.25,0.0,0.0,12,2014,7,22,14,5416
32941,0,288.75,0.0,0.0,0,2014,6,3,1,332
32942,0,269.29,0.0,0.0,90,2017,12,16,9,3440
32943,0,266.64,0.0,0.0,1,2014,3,8,20,3231
32944,0,279.69,0.0,0.0,1,2018,5,13,2,622
32945,0,301.12,0.0,0.0,24,2013,7,20,2,562
32946,0,287.74,0.0,0.0,5,2018,5,15,9,5399
32947,0,248.62,0.0,0.0,1,2016,1,18,2,263
32948,0,288.91,0.0,0.0,1,2016,8,27,23,1867
32949,0,296.42,0.0,0.0,40,2017,7,1,17,3790
32950,0,269.93,0.0,0.0,90,2017,12,13,8,4696
32951,0,280.15,0.0,0.0,1,2016,3,10,16,6823
32952,0,292.62,0.0,0.0,1,2017,7,12,6,5631
32953,0,296.65,0.0,0.0,90,2015,9,2,12,5466
32954,0,284.23,0.0,0.0,40,2017,10,11,20,2901
32955,0,294.08,0.0,0.0,40,2017,6,27,11,4529
32956,0,286.15,0.0,0.0,1,2017,5,7,0,1892
32957,0,261.08,0.0,0.0,1,2018,3,8,6,5661
32958,0,270.22,0.0,0.0,90,2018,4,14,11,2153
32959,0,291.12,0.0,0.0,1,2018,9,23,23,934
32960,0,273.85,0.0,0.0,90,2012,12,17,0,485
32961,0,277.01,0.0,0.0,90,2015,12,13,22,1741
32962,0,290.4,0.0,0.0,88,2014,5,6,19,3348
32963,0,273.9,0.0,0.0,99,2012,11,12,7,5390
32964,0,289.0,0.0,0.0,20,2017,10,3,19,3457
32965,0,286.72,0.0,0.0,1,2015,8,29,1,716
32966,0,273.48,0.0,0.0,1,2016,4,4,21,2256
32967,0,301.83,0.0,0.0,40,2015,9,3,17,5216
32968,0,280.36,0.0,0.0,90,2013,4,22,14,5183
32969,0,268.3,0.0,0.0,64,2014,1,24,10,4446
32970,0,273.89,0.0,0.0,90,2013,4,23,18,4641
32971,0,275.62,0.0,0.0,90,2017,3,25,8,2510
32972,0,273.939,0.0,0.0,0,2017,2,15,15,5605
32973,0,272.27,0.25,0.0,64,2014,1,24,14,5482
32974,0,297.76,0.0,0.0,90,2016,7,4,14,3095
32975,0,275.093,0.0,0.0,80,2016,10,25,3,327
32976,0,272.08,0.0,0.0,1,2016,3,24,3,351
32977,0,294.02,0.0,0.0,1,2018,7,24,23,1269
32978,0,282.3,0.0,0.0,1,2013,4,30,8,6401
32979,0,275.86,0.0,0.0,90,2017,3,22,23,1118
32980,0,290.28,0.0,0.0,75,2017,8,15,10,4589
32981,0,294.99,0.0,0.0,8,2014,6,10,21,2705
32982,0,279.24,0.0,0.0,1,2012,11,16,18,5074
32983,0,281.33,0.0,0.0,1,2013,6,4,5,2762
32984,0,286.63,0.0,0.0,90,2013,5,18,8,2726
32985,0,272.72,0.0,0.0,90,2017,11,16,14,5315
32986,0,290.02,0.0,0.0,75,2017,6,24,11,4198
32987,0,290.21,0.0,0.0,1,2014,7,18,2,381
32988,0,257.79,0.0,0.0,90,2017,12,28,9,3529
32989,0,269.72,0.0,0.0,90,2017,12,11,1,281
32990,0,297.25,0.0,0.0,0,2016,8,6,12,4805
32991,0,257.38,0.0,0.0,40,2017,12,27,16,5997
32992,0,296.48,0.0,0.0,75,2017,9,19,13,4762
32993,0,263.86,0.0,0.0,20,2014,2,21,17,3361
32994,0,289.29,0.0,0.0,1,2017,7,15,3,462
32995,0,292.13,0.0,0.0,0,2013,6,14,0,756
32996,0,295.02,0.0,0.0,1,2017,5,31,20,3157
32997,0,296.23,0.0,0.0,90,2017,7,26,11,4775
32998,0,254.86,0.0,0.0,5,2017,12,27,12,4752
32999,1,267.44,0.0,0.0,90,2014,2,17,0,583
33000,0,292.56,0.0,0.0,1,2015,7,11,4,451
33001,0,300.36,0.0,0.0,48,2014,7,7,11,4602
33002,0,288.26,0.51,0.0,48,2013,7,28,14,4706
33003,0,278.94,0.0,0.0,90,2016,3,25,21,2913
33004,0,291.73,0.0,0.0,75,2013,5,17,0,751
33005,0,278.22,0.0,0.0,75,2017,10,24,8,5929
33006,0,288.08,0.0,0.0,20,2016,11,9,14,4884
33007,0,272.48,0.0,0.0,90,2016,2,16,4,869
33008,0,292.5,0.0,0.0,1,2017,9,15,7,6744
33009,0,278.22,0.0,0.0,0,2013,10,18,22,3518
33010,0,281.28,0.0,0.0,40,2017,4,13,1,583
33011,0,289.89,0.0,0.0,90,2013,5,21,8,6186
33012,0,290.63,0.0,0.0,0,2014,7,8,5,3011
33013,0,271.79,0.0,0.0,1,2018,1,19,6,5340
33014,0,277.82,0.0,0.0,1,2016,11,11,9,4797
33015,0,269.1,0.0,0.0,90,2013,12,25,13,2546
33016,0,281.03,0.0,0.0,90,2017,4,30,18,3584
33017,0,284.3,0.0,0.0,1,2013,4,30,4,764
33018,0,250.1,0.0,0.0,40,2017,1,13,7,6414
33019,0,266.82,0.0,0.0,1,2017,1,15,22,1638
33020,0,285.97,0.0,0.0,1,2018,9,22,11,4638
33021,0,283.47,0.0,0.0,20,2014,4,7,20,2775
33022,0,289.0,0.0,0.0,40,2016,6,28,3,329
33023,0,263.44,0.0,0.0,20,2013,1,7,19,2752
33024,0,288.82,0.0,0.0,90,2013,5,18,6,1331
33025,0,277.685,0.0,0.0,24,2016,10,8,8,3397
33026,0,298.9,0.0,0.0,0,2016,6,11,21,3292
33027,0,269.07,0.0,0.0,1,2013,1,10,20,2474
33028,0,291.15,0.0,0.0,1,2017,7,29,2,797
33029,0,269.08,0.0,0.0,1,2018,1,18,0,756
33030,0,253.07,0.0,0.0,20,2018,2,2,10,4379
33031,0,294.89,0.0,0.0,1,2014,6,3,20,3014
33032,0,274.29,0.0,0.0,90,2016,2,6,20,3047
33033,0,294.5,0.0,0.0,20,2016,8,21,19,3235
33034,0,275.48,0.0,0.0,75,2016,2,23,19,3115
33035,0,293.29,0.0,0.0,40,2017,7,23,4,355
33036,0,287.2,0.3,0.0,1,2015,8,23,3,355
33037,0,281.02,0.0,0.0,90,2012,11,11,10,3961
33038,0,287.48,0.0,0.0,90,2017,9,26,3,308
33039,0,261.87,0.0,0.0,1,2016,2,12,5,2514
33040,0,289.53,0.0,0.0,1,2016,9,2,22,2503
33041,0,271.22,0.0,0.0,1,2017,3,14,16,6256
33042,0,285.58,0.0,0.0,1,2016,8,31,6,5314
33043,0,301.28,0.0,0.0,5,2017,9,12,15,6114
33044,0,291.46,0.0,0.0,0,2014,6,8,10,4094
33045,0,295.8,0.0,0.0,0,2016,6,19,8,2402
33046,0,275.37,0.0,0.0,90,2017,4,26,8,5335
33047,0,295.65,0.0,0.0,75,2017,8,12,20,3509
33048,0,271.6,0.51,0.0,64,2013,12,4,11,3519
33049,0,301.65,0.0,0.0,90,2018,8,14,18,4525
33050,0,285.85,0.0,0.0,75,2018,9,26,12,4793
33051,0,283.46,0.0,0.0,40,2014,5,14,21,3068
33052,0,290.08,0.0,0.0,90,2017,5,17,3,341
33053,0,271.87,0.0,0.0,75,2018,1,7,21,1800
33054,0,275.62,0.0,0.0,90,2017,1,20,14,5184
33055,0,297.6,0.0,0.0,40,2014,7,18,19,3807
33056,0,276.89,0.0,0.0,90,2018,3,19,19,3201
33057,0,285.79,0.0,0.0,90,2016,5,10,15,5772
33058,0,290.81,0.0,0.0,90,2018,9,18,15,5623
33059,0,291.35,0.0,0.0,0,2016,8,16,22,1718
33060,0,284.96,0.0,0.0,90,2017,4,5,18,4606
33061,0,293.08,0.0,0.0,1,2017,7,31,0,796
33062,0,295.22,0.0,0.0,92,2016,8,12,0,874
33063,0,283.36,0.0,0.0,90,2015,11,16,9,4636
33064,0,298.99,0.0,0.0,75,2018,9,14,12,5019
33065,0,262.94,0.0,0.0,1,2013,1,4,15,5636
33066,0,290.69,0.0,0.0,90,2017,6,25,21,2782
33067,0,276.58,0.0,0.0,90,2016,2,19,9,5170
33068,0,287.48,0.0,0.0,90,2018,5,2,0,517
33069,0,281.114,0.0,0.0,0,2016,10,8,13,4640
33070,0,260.72,0.0,0.0,90,2018,2,2,21,3818
33071,0,291.36,0.0,0.0,24,2014,6,2,3,401
33072,0,263.65,0.0,0.0,40,2018,1,7,4,260
33073,0,265.37,0.0,0.0,90,2013,1,3,18,4129
33074,0,291.12,0.0,0.0,75,2012,10,4,23,1166
33075,0,280.68,0.0,0.0,5,2017,9,29,8,6094
33076,0,281.48,0.0,0.0,90,2017,4,3,4,812
33077,0,274.95,0.0,0.0,90,2017,10,30,9,5138
33078,0,291.44,0.0,0.0,90,2018,6,20,2,301
33079,0,296.92,0.0,0.0,56,2014,7,8,15,5964
33080,0,272.01,0.0,0.0,90,2018,4,14,7,1311
33081,0,281.55,0.0,0.0,40,2016,3,13,7,1091
33082,0,252.64,0.0,0.0,40,2014,2,27,13,4875
33083,0,275.52,0.0,0.0,64,2013,11,9,20,2661
33084,0,274.68,0.0,0.0,1,2017,11,20,10,4583
33085,0,297.55,0.0,0.0,20,2018,7,21,21,3435
33086,0,282.45,0.0,0.0,90,2012,11,19,2,268
33087,0,276.94,0.0,0.0,90,2016,3,17,16,6694
33088,0,294.11,0.0,0.0,40,2015,7,7,16,6368
33089,0,272.55,0.0,0.0,75,2017,2,23,9,5403
33090,0,274.08,0.0,0.0,1,2017,11,16,23,2158
33091,0,282.62,0.0,0.0,90,2017,5,21,7,1190
33092,0,273.81,0.0,0.0,90,2013,4,15,20,2727
33093,0,284.58,1.6,0.0,90,2016,4,24,8,2620
33094,0,284.38,0.0,0.0,90,2014,5,4,23,1021
33095,0,299.29,0.0,0.0,40,2017,7,19,12,4911
33096,0,275.08,0.0,0.0,90,2018,3,11,19,2939
33097,0,282.76,0.0,0.0,90,2017,4,26,0,582
33098,0,288.31,0.0,0.0,75,2016,7,29,7,5546
33099,0,275.35,0.0,0.0,5,2017,10,16,8,5887
33100,0,289.72,0.0,0.0,75,2014,7,14,8,6191
33101,0,295.85,0.0,0.0,1,2016,7,23,0,6
33102,0,273.29,0.0,0.0,90,2013,4,19,10,3940
33103,0,268.95,0.0,0.0,90,2018,4,14,19,881
33104,0,275.42,0.0,0.0,1,2017,11,28,22,1532
33105,0,276.49,0.0,0.0,90,2017,4,26,14,5207
33106,0,304.91,0.0,0.0,75,2018,9,15,14,4343
33107,0,274.79,0.0,0.0,90,2013,4,18,22,1532
33108,0,294.27,0.0,0.0,1,2015,8,2,6,778
33109,0,300.56,0.0,0.0,1,2015,9,5,21,2849
33110,0,291.4,0.0,0.0,1,2015,6,26,0,865
33111,0,292.7,0.89,0.0,88,2013,6,16,2,674
33112,0,285.93,1.66,0.0,90,2014,6,7,11,4991
33113,0,290.77,0.0,0.0,1,2016,9,10,10,4766
33114,0,257.88,0.0,0.0,64,2014,1,9,9,4762
33115,0,290.75,0.0,0.0,1,2016,11,3,17,6131
33116,0,275.01,0.0,0.0,90,2017,4,11,10,4548
33117,0,276.32,0.0,0.0,90,2012,11,8,4,791
33118,0,275.33,0.0,0.0,20,2014,4,1,17,6121
33119,0,292.61,0.0,0.0,1,2016,9,1,10,4705
33120,0,275.08,0.0,0.0,90,2017,1,20,8,5728
33121,0,300.08,0.0,0.0,1,2018,7,5,17,5223
33122,0,274.48,0.0,0.0,5,2017,10,10,9,5877
33123,0,265.59,0.0,0.0,40,2013,11,26,10,4603
33124,0,281.6,0.0,0.0,64,2013,11,16,21,2533
33125,0,269.79,0.0,0.0,90,2018,2,23,3,368
33126,0,289.88,0.0,0.0,1,2017,8,30,4,879
33127,0,285.77,0.25,0.0,40,2014,5,14,11,4831
33128,0,282.48,0.0,0.0,40,2018,3,28,16,6988
33129,0,287.44,0.0,0.0,75,2017,9,17,1,951
33130,0,290.14,0.0,0.0,1,2013,9,19,23,1153
33131,0,259.95,0.0,0.0,75,2018,2,2,15,6080
33132,0,277.21,0.0,0.0,90,2013,3,31,10,3166
33133,0,272.1,0.0,0.0,64,2014,1,11,15,4628
33134,0,278.51,0.0,0.0,90,2013,5,11,2,495
33135,0,261.78,0.0,0.0,20,2013,1,15,15,5627
33136,0,288.28,0.0,0.0,1,2017,8,7,1,405
33137,0,259.59,0.0,0.0,90,2017,1,13,21,2874
33138,0,274.36,0.0,0.0,20,2016,5,14,5,817
33139,0,296.01,0.0,0.0,20,2018,7,2,9,4473
33140,0,285.95,0.0,0.0,48,2016,9,25,22,1821
33141,0,302.9,0.0,0.0,1,2015,7,5,16,3677
33142,0,285.87,0.0,0.0,1,2013,8,9,5,2827
33143,0,273.59,0.0,0.0,90,2016,11,18,18,3486
33144,0,268.15,0.0,0.0,90,2017,2,7,15,5350
33145,0,256.46,0.0,0.0,1,2016,2,5,3,323
33146,0,289.42,0.0,0.0,20,2016,6,1,2,321
33147,0,283.01,0.0,0.0,0,2016,10,2,8,2008
33148,0,298.75,0.0,0.0,20,2017,8,19,19,4025
33149,0,291.78,0.0,0.0,40,2016,5,7,19,3795
33150,0,293.02,0.3,0.0,90,2016,9,7,9,4926
33151,0,288.78,0.0,0.0,0,2013,8,2,8,5613
33152,0,278.07,0.0,0.0,90,2012,10,26,6,5426
33153,0,259.02,0.0,0.0,20,2018,2,21,1,359
33154,0,277.61,0.0,0.0,75,2018,3,28,21,2616
33155,0,266.68,0.0,0.0,90,2016,2,3,4,899
33156,0,294.28,0.0,0.0,40,2015,6,30,11,4475
33157,0,293.69,0.0,0.0,1,2017,7,18,1,357
33158,0,288.78,0.0,0.0,1,2016,7,9,3,508
33159,0,271.7,0.0,0.0,90,2013,2,12,1,332
33160,0,289.59,0.0,0.0,8,2014,5,7,20,3028
33161,0,296.55,0.0,0.0,1,2015,8,4,11,4828
33162,0,286.43,0.0,0.0,1,2017,9,5,10,4482
33163,0,266.55,0.0,0.0,75,2017,12,12,18,4427
33164,0,250.63,0.0,0.0,1,2013,12,6,23,1589
33165,0,294.62,0.0,0.0,40,2016,4,17,10,3847
33166,0,276.29,0.0,0.0,90,2013,1,11,17,5668
33167,0,283.06,0.0,0.0,1,2015,9,19,4,433
33168,0,289.32,0.0,0.0,1,2014,5,7,12,5071
33169,0,277.73,0.0,0.0,48,2016,10,8,11,4723
33170,0,268.37,0.0,0.0,90,2012,12,18,15,6120
33171,0,273.29,0.0,0.0,90,2013,4,19,10,3940
33172,0,300.67,0.0,0.0,1,2015,10,11,18,2474
33173,0,284.69,0.0,0.0,1,2017,9,27,1,379
33174,0,280.35,0.0,0.0,90,2016,11,18,9,4378
33175,0,280.82,0.0,0.0,1,2016,11,12,22,2687
33176,0,268.5,0.0,0.0,90,2015,11,29,8,1637
33177,0,283.55,0.0,0.0,40,2017,10,15,14,4496
33178,0,294.23,0.0,0.0,90,2017,7,17,23,1016
33179,0,278.42,0.0,0.0,90,2017,3,26,15,4357
33180,0,289.69,0.0,0.0,1,2015,8,6,3,369
33181,0,268.37,0.0,0.0,90,2012,12,18,15,6120
33182,0,276.15,0.0,0.0,90,2018,3,4,4,299
33183,0,266.27,0.0,0.0,1,2012,11,17,6,1381
33184,0,254.56,0.0,0.0,64,2013,12,24,11,3904
33185,0,299.589,0.0,0.0,12,2013,9,7,20,3341
33186,0,269.42,0.0,0.0,1,2017,11,12,22,1342
33187,0,272.8,0.0,0.0,90,2013,4,11,1,330
33188,0,290.96,0.0,0.0,90,2017,4,23,16,4769
33189,0,289.36,0.0,0.0,1,2015,6,30,5,2947
33190,0,274.22,0.0,0.0,90,2016,11,22,18,3189
33191,0,277.15,0.0,0.0,90,2016,3,17,14,5948
33192,0,288.18,0.25,0.0,90,2018,9,21,4,867
33193,0,275.36,0.0,0.0,90,2017,11,17,9,5132
33194,0,259.75,0.0,0.0,20,2013,2,16,9,3798
33195,0,272.98,0.0,0.0,90,2012,11,29,17,6078
33196,0,273.3,0.0,0.0,90,2016,4,7,5,2721
33197,0,256.61,0.0,0.0,90,2017,12,29,15,4767
33198,0,277.671,0.0,0.0,64,2017,2,19,9,2925
33199,0,273.8,0.0,0.0,90,2013,4,13,13,5226
33200,0,294.62,0.0,0.0,90,2018,5,19,0,1420
33201,0,286.82,0.0,0.0,90,2018,8,2,6,5589
33202,0,292.68,0.0,0.0,12,2013,6,13,23,1513
33203,0,291.49,0.0,0.0,40,2018,5,8,6,5958
33204,0,298.32,0.0,0.0,24,2016,9,20,17,6026
33205,0,297.37,0.0,0.0,90,2016,7,27,10,4374
33206,0,287.22,0.0,0.0,90,2018,8,2,4,887
33207,0,272.51,0.0,0.0,90,2016,2,15,21,2147
33208,0,266.35,0.0,0.0,75,2017,11,22,10,4830
33209,0,292.32,0.42,0.0,90,2018,8,24,19,3467
33210,0,275.11,0.25,0.0,90,2014,4,3,6,5477
33211,0,291.64,0.0,0.0,90,2015,7,17,4,861
33212,0,258.94,0.0,0.0,1,2018,1,29,5,2837
33213,0,270.64,0.0,0.0,90,2013,3,1,18,5252
33214,0,295.78,0.0,0.0,75,2017,7,1,20,2950
33215,0,265.62,0.0,0.0,90,2016,12,30,8,4116
33216,0,289.36,0.0,0.0,1,2018,9,11,7,6496
33217,0,292.22,0.0,0.0,90,2018,6,19,21,2454
33218,0,281.71,0.32,0.0,90,2014,4,12,6,1393
33219,0,250.32,0.0,0.0,1,2013,1,2,6,5366
33220,0,299.77,0.0,0.0,1,2018,5,18,14,5810
33221,0,285.35,0.0,0.0,90,2013,5,22,19,3064
33222,0,275.8,1.87,0.0,90,2014,3,27,15,5713
33223,0,297.29,0.0,0.0,75,2018,6,25,21,2559
33224,0,275.94,0.0,0.0,90,2018,1,10,17,6128
33225,0,266.61,0.0,0.0,1,2013,4,2,3,321
33226,0,290.94,0.0,0.0,90,2015,6,28,3,345
33227,0,281.19,0.0,0.0,100,2012,10,20,8,2787
33228,0,267.02,0.0,0.0,20,2014,3,8,10,4449
33229,0,266.18,0.0,0.0,40,2012,12,31,20,2888
33230,0,274.08,0.0,0.0,90,2016,12,25,0,900
33231,0,278.94,0.0,0.0,1,2018,9,22,1,1273
33232,0,288.2,1.68,0.0,75,2018,9,18,3,340
33233,0,250.47,0.0,0.0,90,2013,12,30,8,4385
33234,0,271.15,0.0,0.0,1,2016,3,21,8,5884
33235,0,267.28,0.0,0.0,90,2013,3,19,13,4802
33236,0,289.22,0.0,0.0,40,2014,7,14,3,424
33237,0,265.18,0.0,0.0,75,2012,12,31,18,3707
33238,0,274.84,0.0,0.0,1,2017,3,28,2,310
33239,0,271.73,0.0,0.06,90,2015,12,26,10,2351
33240,0,272.15,0.0,0.0,1,2013,11,25,5,2657
33241,0,282.84,0.0,0.0,90,2017,4,9,7,1416
33242,0,273.41,0.0,0.0,64,2013,11,15,2,315
33243,0,281.5,0.0,0.0,90,2018,3,28,17,6540
33244,0,270.03,0.0,0.0,90,2013,2,24,11,3488
33245,0,291.08,0.0,0.0,1,2018,6,24,4,373
33246,0,292.11,0.0,0.0,8,2016,6,12,3,410
33247,0,273.01,0.0,0.0,90,2015,12,7,0,456
33248,0,279.86,0.0,0.0,90,2012,11,8,12,5246
33249,0,268.08,0.0,0.0,1,2013,4,21,8,1677
33250,0,261.12,0.0,0.0,1,2012,11,27,9,5215
33251,0,290.57,0.0,0.0,1,2018,4,30,13,4837
33252,0,291.619,0.0,0.0,92,2016,7,14,22,2140
33253,0,287.75,0.0,0.0,1,2016,4,23,10,4482
33254,0,253.72,0.0,0.0,5,2018,1,12,21,2573
33255,0,296.15,0.0,0.0,1,2017,8,11,13,5402
33256,0,274.91,0.0,0.0,99,2012,11,6,10,4612
33257,0,283.77,0.0,0.0,1,2015,11,1,19,3017
33258,0,274.15,0.0,0.0,90,2017,10,27,16,6061
33259,0,252.72,0.0,0.0,40,2018,1,4,7,6420
33260,0,282.29,0.0,0.0,1,2017,4,1,22,3198
33261,0,290.77,0.0,0.0,90,2016,5,24,2,314
33262,1,292.43,0.25,0.0,1,2018,9,3,0,962
33263,0,291.806,0.0,0.0,36,2016,7,14,5,2859
33264,0,268.08,0.0,0.0,40,2018,2,17,6,1226
33265,0,293.05,0.0,0.0,1,2015,7,31,23,2368
33266,0,289.78,0.0,0.0,40,2014,6,2,23,1009
33267,0,298.25,0.0,0.0,0,2016,8,6,13,4597
33268,0,259.07,0.0,0.0,90,2013,1,21,13,4048
33269,0,290.8,0.0,0.0,90,2015,11,5,14,5370
33270,0,275.95,0.0,0.0,90,2017,1,21,14,5658
33271,0,287.96,0.0,0.0,1,2017,4,9,3,385
33272,0,274.27,0.0,0.0,64,2013,11,30,19,3532
33273,0,286.82,0.0,0.0,90,2017,4,15,5,598
33274,0,289.02,0.0,0.0,1,2016,5,2,11,4459
33275,0,285.29,0.0,0.0,90,2016,5,7,5,723
33276,0,288.18,0.0,0.0,1,2015,8,26,22,1770
33277,0,272.75,0.0,0.0,1,2017,2,13,9,4943
33278,0,265.28,0.0,0.0,90,2016,12,7,10,4633
33279,0,273.56,0.0,0.0,1,2017,11,7,17,6198
33280,0,263.07,0.0,0.0,40,2012,12,29,22,2657
33281,0,276.02,0.0,0.0,90,2017,3,17,19,3764
33282,0,262.42,0.0,0.0,90,2016,2,8,5,2665
33283,0,290.15,0.0,0.0,1,2018,7,30,0,640
33284,0,295.22,0.0,0.0,0,2013,8,13,11,5256
33285,0,290.38,0.0,0.0,0,2016,8,15,6,5016
33286,0,294.232,0.0,0.0,24,2016,7,15,16,5390
33287,0,252.73,0.0,0.0,1,2018,1,12,23,1654
33288,0,268.92,0.0,0.0,75,2015,12,19,21,3018
33289,0,280.35,0.0,0.0,90,2016,11,18,9,4378
33290,0,289.29,0.0,0.0,1,2017,5,26,5,2612
33291,0,296.97,0.0,0.0,75,2016,5,6,22,2961
33292,0,290.23,0.0,0.0,40,2015,7,15,3,380
33293,0,299.45,0.0,0.0,40,2016,5,26,16,6352
33294,0,285.122,0.0,0.0,64,2017,2,20,2,298
33295,0,269.74,0.0,0.0,75,2012,12,20,9,4803
33296,0,267.77,0.0,0.0,1,2014,2,19,4,802
33297,0,277.88,0.0,0.0,1,2016,2,28,0,1420
33298,0,277.69,0.0,0.0,90,2018,3,19,18,4314
33299,0,288.01,0.0,0.0,1,2017,7,19,5,3104
33300,0,266.08,0.0,0.0,1,2018,2,21,17,6282
33301,0,274.69,0.0,0.0,40,2017,11,8,19,3292
33302,0,296.36,2.1,0.0,75,2016,7,12,1,379
33303,0,274.36,0.0,0.0,90,2013,5,4,21,3401
33304,0,265.87,0.0,0.0,40,2015,11,27,9,2703
33305,0,251.83,0.0,0.0,1,2016,1,10,19,2501
33306,0,265.32,0.0,0.0,1,2018,4,4,3,337
33307,0,277.16,0.0,0.0,90,2016,3,27,3,344
33308,0,272.37,0.0,0.0,90,2015,12,21,20,2571
33309,0,292.02,0.0,0.0,1,2016,9,2,10,4735
33310,0,260.86,0.0,0.0,90,2013,12,14,4,432
33311,0,286.67,0.0,0.0,40,2012,11,20,12,5099
33312,0,289.55,0.0,0.0,1,2013,6,2,9,3154
33313,0,292.86,0.0,0.0,92,2016,6,14,10,4514
33314,0,273.21,0.0,0.0,90,2017,1,30,23,927
33315,0,252.13,0.0,0.0,99,2013,2,1,11,4929
33316,0,289.75,0.0,0.0,90,2017,5,17,4,832
33317,0,298.64,0.0,0.0,20,2014,7,23,19,3639
33318,0,294.22,0.0,0.0,36,2013,7,31,16,6594
33319,0,289.92,0.0,0.0,1,2016,9,17,0,1193
33320,0,286.17,0.0,0.0,40,2012,10,22,11,4378
33321,0,278.35,0.0,0.0,1,2017,10,14,4,421
33322,0,265.09,0.0,0.0,20,2012,12,23,23,1198
33323,0,285.62,0.0,0.0,1,2017,10,8,22,1695
33324,0,255.5,0.0,0.0,1,2018,2,1,11,4717
33325,0,266.15,0.0,0.0,90,2014,1,14,10,3740
33326,0,280.39,0.0,0.0,1,2013,11,15,22,3285
33327,0,273.06,0.0,0.0,20,2013,4,24,10,4675
33328,0,269.09,0.0,0.0,1,2014,3,15,1,632
33329,0,297.76,0.0,0.0,1,2015,7,17,22,2849
33330,0,282.42,0.0,0.0,20,2012,10,23,5,2669
33331,0,274.02,0.0,0.0,1,2017,3,28,3,366
33332,0,294.65,0.0,0.0,24,2013,6,23,12,4205
33333,0,292.02,0.0,0.0,90,2017,7,20,5,3008
33334,0,279.89,0.0,0.0,1,2013,5,24,7,6372
33335,0,274.82,0.0,0.0,90,2018,3,5,8,4211
